,title,link,pub,rating,comments
376,SQL反模式,https://book.douban.com/subject/6800774/,[美] Bill Karwin / 谭振林、Push Chen / 人民邮电出版社 / 2011-9 / 59.00元,8.5,252
377,利用Python进行数据分析 原书第2版,https://book.douban.com/subject/30283996/,Wes McKinney / 徐敬一 / 机械工业出版社 / 2018-7 / 119,8.2,251
378,数据挖掘导论,https://book.douban.com/subject/1786120/,"Pang-Ning Tan, Michael Steinbach / 范明 范宏建 / 人民邮电出版社 / 2006-01-01 / 49.00元",8.4,249
379,Effective Python,https://book.douban.com/subject/26709315/,布雷特·斯拉特金（Brett Slatkin） / 爱飞翔 / 机械工业出版社 / 2016-1 / 59,9.0,249
380,深入分析Java Web技术内幕（修订版）,https://book.douban.com/subject/25953851/,许令波 / 电子工业出版社 / 2014-8-1 / CNY 79.00,7.5,247
381,通灵芯片,https://book.douban.com/subject/3423021/,Daniel Hillis / 崔良沂 / 上海世纪出版集团 / 2009-1 / 19.80元,8.5,247
382,实现领域驱动设计,https://book.douban.com/subject/25844633/,Vaughn Vernon / 滕云 / 电子工业出版社 / 2014-3 / 99.00元,8.6,247
383,SQL基础教程,https://book.douban.com/subject/24841239/,MICK / 孙淼、罗勇 / 人民邮电出版社 / 2013-8-1 / CNY 69.00,9.0,245
384,Think Python,https://book.douban.com/subject/10779534/,Allen B. Downey / O'Reilly Media / 2012-8-23 / GBP 29.99,8.4,245
385,大数据之路,https://book.douban.com/subject/27074564/,阿里巴巴数据技术及产品部 / 电子工业出版社 / 2017-7-1 / CNY 79.00,7.9,244
386,高效能程序员的修炼,https://book.douban.com/subject/24868904/,[美]Jeff Atwood / 陆其明、张健 / 人民邮电出版社 / 2013-7 / 49,8.2,242
387,程序员面试金典（第5版）,https://book.douban.com/subject/25753386/,[美] Gayle Laakmann McDowell / 李琳骁、漆犇 / 人民邮电出版社 / 2013-11 / 59.00元,8.9,242
388,正则表达式必知必会（修订版）,https://book.douban.com/subject/26285406/,福达 (Ben Forta) / 杨涛 / 人民邮电出版社 / 2015-1-1 / 29.00元,9.1,241
389,Haskell趣学指南,https://book.douban.com/subject/25803388/,[斯洛文尼亚] Miran Lipovaca / 李亚舟、宋方睿 / 人民邮电出版社 / 2014-1,8.9,241
390,Linux/UNIX系统编程手册,https://book.douban.com/subject/25809330/,Michael Kerrisk / 孙剑 许从年 董健、孙余强 郭光伟 陈舸 / 人民邮电出版社 / 2014-1 / 158,9.4,240
391,百面机器学习,https://book.douban.com/subject/30285146/,诸葛越、葫芦娃 / 人民邮电出版社 / 2018-8-1 / 89.00元,8.6,240
392,领域驱动设计,https://book.douban.com/subject/26819666/,[美] Eric Evans / 赵俐、盛海艳、刘霞 / 人民邮电出版社 / 2016-6-1 / 69,7.8,239
393,控制论,https://book.douban.com/subject/2356843/,[美] 维纳 / 郝季仁 / 北京大学出版社 / 2007-12 / 34.00元,8.9,238
394,父与子的编程之旅,https://book.douban.com/subject/26005639/,桑德 (Warren Sande)、桑德 (Carter Sande) / 苏金国、易郑超 / 人民邮电出版社 / 2014-10-1 / CNY 69.00,8.6,238
395,Thinking in C++,https://book.douban.com/subject/1459728/,Bruce Eckel / Prentice Hall / 2000-3-25 / USD 73.00,9.1,238
396,代码整洁之道:程序员的职业素养,https://book.douban.com/subject/26919457/,罗伯特·C.马丁 (Robert C.Martin) / 余晟、章显洲 / 人民邮电出版社 / 2016-9-1 / 49.00元,8.7,237
397,Netty实战,https://book.douban.com/subject/27038538/,诺曼·毛瑞尔（Norman Maurer）、马文·艾伦·沃尔夫泰尔（Marvin Allen Wolfthal） / 何品 / 人民邮电出版社 / 2017-5-1 / 69.00,7.6,235
398,灵魂机器的时代,https://book.douban.com/subject/1810352/,（美）雷·库兹韦尔 / 沈志彦、王晓冬、祁阿红 / 上海译文出版社 / 2006-04-01 / 37.00元,8.1,233
399,图解密码技术（第3版）,https://book.douban.com/subject/26822106/,[日] 结城浩 / 周自恒 / 人民邮电出版社 / 2016-6 / 89.00元,9.3,232
400,程序员健康指南,https://book.douban.com/subject/25981248/,Joe Kutner / 陈少芸 / 人民邮电出版社 / 2014-9-20 / 31.60元,7.5,232
401,Java 8函数式编程,https://book.douban.com/subject/26346017/,[英] Richard Warburton / 王群锋 / 人民邮电出版社 / 2015-3 / 39.00元,7.8,231
402,Coders at Work,https://book.douban.com/subject/3673223/,Peter Seibel / Apress / 2009-9-16 / USD 29.99,8.8,231
403,加密与解密,https://book.douban.com/subject/3091212/,段钢 / 电子工业出版社 / 2008-7 / 59.00元,8.4,230
404,第一本Docker书 修订版,https://book.douban.com/subject/26780404/,詹姆斯·特恩布尔 (James Turnbull) / 李兆海、刘斌、巨震 / 人民邮电出版社 / 2016-4-1 / CNY 59.00,8.3,228
405,Introduction to Information Retrieval,https://book.douban.com/subject/3059637/,Christopher D. Manning、Prabhakar Raghavan、Hinrich Schütze / Cambridge University Press / 2008-7-7 / USD 74.99,9.1,228
406,编程语言实现模式,https://book.douban.com/subject/10482195/,Terence Parr / 李袁奎、尧飘海 / 华中科技大学出版社 / 2012-3-20 / 72.00元,8.4,228
407,一站式学习C编程,https://book.douban.com/subject/6025290/,宋劲杉 / 电子工业出版社 / 2011-3 / 59.00元,9.3,228
408,人工智能,https://book.douban.com/subject/1230487/,Peter Norvig、Stuart Russell / 姜哲 / 人民邮电出版社 / 2004-6 / 85.00元,8.8,227
409,操作系统设计与实现（上册）,https://book.douban.com/subject/2044818/,Andrew S. Tanenbaum、Albert S. Woodhull / 陈渝、谌卫军 / 电子工业出版社 / 2007-3 / 49.80元,9.1,225
410,C语言程序设计现代方法,https://book.douban.com/subject/2280547/,K. N. King / 人民邮电出版社 / 2007-11 / 55.00元,9.4,225
411,Linux命令行与shell脚本编程大全（第3版）,https://book.douban.com/subject/26854226/,[美]布鲁姆，布雷斯纳汉 / 门佳、武海峰 / 人民邮电出版社 / 2016-8 / 109.00元,9.1,224
412,编程珠玑（第2版•修订版）,https://book.douban.com/subject/26302533/,[美] Jon Bentley 乔恩•本特利 / 黄倩、钱丽艳 / 人民邮电出版社 / 2014-12 / 39,8.4,224
413,剑指Offer：名企面试官精讲典型编程题（第2版）,https://book.douban.com/subject/27008702/,何海涛 / 电子工业出版社 / 2017-5 / 65.00,8.9,223
414,操作系统,https://book.douban.com/subject/5064311/,William Stallings / 陈向群、陈渝 / 机械工业出版社 / 2010.9 / 69.00元,8.7,221
415,架构即未来：现代企业可扩展的Web架构、流程和组织(原书第2版),https://book.douban.com/subject/26765979/,Martin L. Abbott、Michael T. Fisher / 陈斌 / 机械工业出版社 / 2016-4-15 / 99.00,8.4,220
416,成为技术领导者,https://book.douban.com/subject/26419762/,杰拉尔德·温伯格 (Gerald M.Weinberg) / 余晟 / 电子工业出版社 / 2015-7-1 / CNY 69.00,8.0,218
417,性能之巅,https://book.douban.com/subject/26586598/,Brendan Gregg / 徐章宁、吴寒思、陈磊 / 电子工业出版社 / 2015-8-15 / 128,8.7,218
418,智能时代,https://book.douban.com/subject/25926823/,Jeff Hawkins、Sandra Blakeslee / 李蓝、刘知远 / 译言·东西文库／中国华侨出版社 / 2014-7-1 / 42.00,8.4,217
419,迷茫的旅行商,https://book.douban.com/subject/25713498/,[美] William J. Cook / 隋春宁 / 人民邮电出版社 / 2013-10-1 / 49.00,8.2,215
420,LaTeX入门,https://book.douban.com/subject/24703731/,刘海洋 / 电子工业出版社 / 2013-6-1 / CNY 79.00,8.8,213
421,DOOM启世录（纪念版）,https://book.douban.com/subject/26642310/,"（美）库什纳（Kushner,D） / 孙振南 / 电子工业出版社 / 2015-10-1 / 65.00",9.3,213
422,Spring Cloud微服务实战,https://book.douban.com/subject/27025912/,翟永超 / 电子工业出版社 / 2017-5 / 89,7.7,212
423,Python语言及其应用,https://book.douban.com/subject/26675127/,[美] Bill Lubanovic / 丁嘉瑞、梁杰、禹常隆 / 人民邮电出版社 / 2016-1 / 79.00元,8.5,210
424,计算理论导引,https://book.douban.com/subject/1852515/,[美]Michael Sipser / 唐常杰、陈鹏、向勇、刘齐宏 / 机械工业出版社 / 2006-7 / 36.00元,9.3,210
425,我的第一本算法书,https://book.douban.com/subject/30357170/,[日]石田保辉、[日]宮崎修一 / 张贝 / 人民邮电出版社 / 2018-10 / 69.00元,7.3,209
426,算法笔记,https://book.douban.com/subject/26827295/,胡凡、曾磊 / 机械工业出版社 / 2016-7 / 65,9.3,209
427,漫画算法：小灰的算法之旅,https://book.douban.com/subject/33420587/,魏梦舒 / 电子工业出版社 / 2019-5 / 79.00元,8.6,208
428,程序员思维修炼,https://book.douban.com/subject/26268555/,亨特 (Andy Hunt) / 崔康 / 人民邮电出版社 / 2015-1-1 / CNY 49.00,8.2,208
429,C++面向对象程序设计,https://book.douban.com/subject/1731572/,谭浩强 / 清华大学出版社 / 2006-1 / 26.00元,7.1,205
430,实战Java高并发程序设计,https://book.douban.com/subject/26663605/,葛一鸣、郭超 / 电子工业出版社 / 2015-10-1 / CNY 69.00,8.3,205
431,像计算机科学家一样思考Python,https://book.douban.com/subject/25728189/,(美)Allen B.Downey / 赵普明 / 人民邮电出版社 / 2013-8 / 49,8.1,205
432,漫画数据库,https://book.douban.com/subject/4829597/,[日] 高桥麻奈 著、[日] あづま笙子 漫画绘制、[日] 株式会社TREND-PRO 漫画制作 / 崔建锋 / 科学出版社 / 2010-5 / 32.00元,8.1,203
433,Refactoring,https://book.douban.com/subject/1419359/,Martin Fowler、Kent Beck、John Brant、William Opdyke、Don Roberts / Addison-Wesley Professional / 1999-7-8 / USD 64.99,9.1,203
434,人有人的用处,https://book.douban.com/subject/4928961/,[美] 维纳 / 陈步 / 北京大学出版社 / 2010-7 / 36.00元,9.0,201
435,剑指Offer,https://book.douban.com/subject/25910559/,何海涛 / 电子工业出版社 / 2014-6-1 / CNY 55.00,9.2,201
436,Linux内核源代码情景分析（上册）,https://book.douban.com/subject/1231584/,毛德操、胡希明 / 浙江大学出版社 / 2001-9 / 80.00元,8.6,200
437,Go语言学习笔记,https://book.douban.com/subject/26832468/,雨痕 / 电子工业出版社 / 2016-6 / 89,8.1,200
438,领域驱动设计,https://book.douban.com/subject/5344973/,埃文斯 / 赵俐、盛海艳、刘霞 / 人民邮电出版社 / 2010-11 / 69.00元,9.2,199
439,Python核心编程（第3版）,https://book.douban.com/subject/26801374/,[美] Wesley Chun / 孙波翔、李斌、李晗 / 人民邮电出版社 / 2016-5 / CNY 99.00,7.9,198
440,暗知识：机器认知如何颠覆商业和社会,https://book.douban.com/subject/33384854/,王维嘉 / 中信出版社 / 2019-3 / 58元,7.5,198
441,The Linux Programming Interface,https://book.douban.com/subject/4292217/,Michael Kerrisk / No Starch Press / 2010-10-28 / USD 99.95,9.4,197
442,算法引论,https://book.douban.com/subject/1436134/,[美]Udi Manber / 黄林鹏、谢瑾奎、陆首博、等 / 电子工业出版社 / 2005-9-1 / 35.00元,9.1,197
443,Python数据科学手册,https://book.douban.com/subject/27667378/,Jake VanderPlas / 陶俊杰、陈小莉 / 人民邮电出版社 / 2018-1-20 / 109.00元,9.4,196
444,深入剖析Tomcat,https://book.douban.com/subject/10426640/,Budi Kurniawan、Paul Deck / 曹旭东 / 机械工业出版社华章公司 / 2011-12-31 / 59.00元,8.3,196
445,Linux高性能服务器编程,https://book.douban.com/subject/24722611/,游双 / 机械工业出版社 / 2013-5-1 / CNY 69.00,7.9,195
446,硝烟中的Scrum和XP,https://book.douban.com/subject/5501718/,克里伯格 / 李剑 / 清华大学 / 2011-1 / 29.00元,8.4,195
447,计算机组成与设计（原书第5版）,https://book.douban.com/subject/26604008/,戴维 A.帕特森 (David A.Patterson)、约翰 L.亨尼斯 (John L.Hennessy) / 王党辉、康继昌、安建峰 / 机械工业出版社 / 2015-7-1 / 99.00元,9.4,195
448,C++程序设计语言,https://book.douban.com/subject/4604591/,Bjarne Stroustrup / 裘宗燕 / 机械工业出版社 / 2010-3-1 / 99.00元,8.8,194
449,Redis 深度历险：核心原理与应用实践,https://book.douban.com/subject/30386804/,钱文品 / 电子工业出版社 / 2019-1 / 79,8.4,194
450,计算机科学概论,https://book.douban.com/subject/1435554/,(美)Nell Dale、John Lewis / 张欣、胡伟 / 机械工业出版社 / 2009-2 / 49.00元,9.1,193
451,Python灰帽子,https://book.douban.com/subject/6025284/,[美] Justin Seitz / 丁赟卿 译、崔孝晨 审校 / 电子工业出版社 / 2011-3 / 39.00元,7.5,193
452,数字图像处理（MATLAB版）,https://book.douban.com/subject/1444801/,冈萨雷斯 / 电子工业出版社 / 2005-9 / 50.00元,8.6,193
453,CSS世界,https://book.douban.com/subject/27615777/,张鑫旭 / 人民邮电出版社 / 2017-12 / CNY 69.00,7.7,193
454,程序员的数学2,https://book.douban.com/subject/26593822/,平冈和幸、堀玄 / 陈筱烟 / 人民邮电出版社 / 2015-8-1 / CNY 79.00,8.6,192
455,区块链技术指南,https://book.douban.com/subject/26959322/,邹均、张海宁、唐屹、李磊 / 机械工业出版社 / 2016-11-1 / 69.00元,6.4,192
456,数据库系统实现,https://book.douban.com/subject/4838430/,加西亚-莫利纳(Hector Garcia-Molina)、Jeffrey D.Ullman、Jennifer Widom / 杨冬青、吴愈青、包小源 / 机械工业出版社 / 2010-5 / 59.00元,8.8,190
457,计算机系统概论,https://book.douban.com/subject/2185076/,派特（Patt.Y.N.） / 梁阿磊、蒋兴昌、林凌 / 机械工业出版社 / 2008-1-1 / 49.00元,9.1,189
458,R语言实战（第2版）,https://book.douban.com/subject/26785199/,[美] Robert I. Kabacoff / 王小宁、刘撷芯、黄俊文等 / 人民邮电出版社 / 2016-5 / 99.00元,8.9,188
459,数字图像处理,https://book.douban.com/subject/6434627/,[美]冈萨雷斯 / 阮秋琦 / 电子工业出版社 / 2011-6 / 79.00元,8.8,186
460,计算机系统要素,https://book.douban.com/subject/1998341/,Noam Nisan、Shimon Schocken / 周维、宋磊、陈曦 / 电子工业出版社 / 2007-01-01 / 45.00元,9.1,186
461,微服务架构设计模式,https://book.douban.com/subject/33425123/,[美]　克里斯?理查森（Chris Richardson） / 喻勇　译 / 机械工业出版社 / 2019-5 / 139元,9.0,186
462,人工智能基础（高中版）,https://book.douban.com/subject/30209224/,汤晓鸥、陈玉琨 / 华东师范大学出版社 / 2018-4-1 / 35.00元,8.5,186
463,计算机与人脑,https://book.douban.com/subject/4871292/,冯·诺伊曼 / 甘子玉 / 北京大学出版社 / 2010-6 / 34.00元,8.3,185
464,大象：Thinking in UML(第2版),https://book.douban.com/subject/10549583/,谭云杰 / 中国水利水电出版社 / 2012-3 / 68.00元,8.2,185
465,Linux命令行大全,https://book.douban.com/subject/22226727/,绍茨 (William E.Shotts) / 郭光伟、郝记生 / 人民邮电出版社 / 2013-3-1 / 69.00元,8.1,185
466,计算的本质,https://book.douban.com/subject/26148763/,[英] Tom Stuart / 张伟 / 人民邮电出版社 / 2014-11 / 69.00元,8.6,184
467,Java性能优化权威指南,https://book.douban.com/subject/25828043/,Charlie Hunt、Binu John / 柳飞、陆明刚 / 人民邮电出版社 / 2014-3 / 109.00 元,8.2,184
468,Learning From Data,https://book.douban.com/subject/11026330/,Yaser S. Abu-Mostafa、Malik Magdon-Ismail、Hsuan-Tien Lin / AMLBook / 2012-3-27 / USD 48.00,9.4,183
469,学术研究，你的成功之道,https://book.douban.com/subject/20284332/,凌晓峰、杨强 / 清华大学出版社 / 2012-11 / 25.00元,8.9,183
470,香农传,https://book.douban.com/subject/30320103/,[美]吉米·索尼 / 杨晔 / 中信出版集团 / 2019-3 / 72.00元,8.1,182
471,数据挖掘,https://book.douban.com/subject/11542972/,（美）Jiawei Han、（加）Micheline Kamber、（加）Jian Pei / 范明、孟小峰 / 机械工业出版社 / 2012-8 / 79.00元,8.0,182
472,Linux内核完全剖析,https://book.douban.com/subject/3229243/,赵炯 / 机械工业出版社 / 2008.10 / 99.00元,9.0,182
473,现代操作系统（原书第4版）,https://book.douban.com/subject/27096665/,[荷] Andrew S. Tanenbaum、[荷] Herbert Bos / 陈向群、马洪兵 等 / 机械工业出版社 / 2017-7 / 89.00,9.1,181
474,C语言编程：一本全面的C语言入门教程（第三版）,https://book.douban.com/subject/1786294/,（美）Stephen Kochan / 张小潘 / 电子社博文视点资讯有限公司 / 2006年 / 59.00元,8.8,179
475,自学是门手艺,https://book.douban.com/subject/34432673/,李笑来 / 电子工业出版社 / 2019-6 / 99元,9.0,179
476,操作系统概念,https://book.douban.com/subject/2109679/,[美]西尔伯查茨(Silberschatz，A.) / 高等教育出版社 / 2007-3 / 72.00元,8.9,179
477,Windows程序设计,https://book.douban.com/subject/5273955/,佩措尔德 / 方敏、张胜、梁路平、赵勇 / 北京大学出版社 / 2010-9 / 129.00元,9.0,179
478,计算机科学导论,https://book.douban.com/subject/26726452/,[美]贝赫鲁兹·佛罗赞 / 刘艺、刘哲雨 / 机械工业出版社 / 2015-8-1 / 69.00元,9.5,177
479,离散数学及其应用（原书第7版）,https://book.douban.com/subject/26316200/,Kenneth H. Rosen / 徐六通、杨娟、吴斌 / 机械工业出版社 / 2015-1-1 / 129,8.5,177
480,C++程序设计原理与实践,https://book.douban.com/subject/4875599/,（美）Bjarne Stroustrup / 王刚 等 / 机械工业出版社 / 2010.7 / 108.00元,8.9,176
481,Linux内核完全注释,https://book.douban.com/subject/1231236/,赵炯 / 机械工业出版社 / 2005-8 / 42.00元,8.5,175
482,视觉SLAM十四讲,https://book.douban.com/subject/27028215/,高翔、张涛、等 / 电子工业出版社 / 2017-3 / 75,9.5,174
483,Mastering Bitcoin,https://book.douban.com/subject/25855986/,Andreas M. Antonopoulos / O'Reilly Media / 2014-12-20 / USD 34.99,8.5,174
484,图解物联网,https://book.douban.com/subject/27016248/,［ 日］ NTT DATA集团、河村雅人、大塚纮史、小林佑辅、小山武士、宫崎智也、石黑佑树、小岛康平 / 丁　灵 / 人民邮电出版社 / 2017-4 / 59.00元,8.0,173
485,计算机程序设计艺术（第1卷）,https://book.douban.com/subject/1231933/,[美] 唐纳德·E. 克努特 / 苏运霖 / 国防工业出版社 / 2002-9 / 98.00元,9.5,173
486,硅谷革命,https://book.douban.com/subject/27124848/,Andy Hertzfeld / 薛命灯 / 电子工业出版社 / 2017-9-1 / 89,8.4,173
487,构建之法（第三版）,https://book.douban.com/subject/27069503/,邹欣 / 人民邮电出版社 / 2017-6 / 69.00元,8.7,173
488,调试九法,https://book.douban.com/subject/5376270/,David J.Agans / 赵俐 / 人民邮电出版社 / 2010-12-7 / 35.00元,9.0,172
489,wireshark网络分析的艺术,https://book.douban.com/subject/26710788/,林沛满 / 人民邮电出版社 / 2016-2-1 / 45.00元,8.6,171
490,统计学习方法（第2版）,https://book.douban.com/subject/33437381/,李航 / 清华大学出版社 / 2019-5-1 / 98.00元,9.2,170
491,从Python开始学编程,https://book.douban.com/subject/26919485/,Vamei / 电子工业出版社 / 2016-11-24 / CNY 49.00,8.4,169
492,Wireshark数据包分析实战,https://book.douban.com/subject/21691692/,[美]Chris Sanders / 诸葛建伟、陈霖、许伟林 / 人民邮电出版社 / 2013-3 / 49.00元,7.9,169
493,Head First HTML and CSS,https://book.douban.com/subject/10417500/,Elisabeth Robson、Eric Freeman / O'Reilly Media / 2012-9-8 / USD 39.99,9.1,169
494,程序员的数学3,https://book.douban.com/subject/26740548/,[日] 平冈和幸、[日] 堀玄 / 卢晓南 / 人民邮电出版社 / 2016-3 / 79.00元,8.5,168
495,算法霸权,https://book.douban.com/subject/30295861/,[美] 凯西·奥尼尔 / 马青玲 / 中信出版集团 / 2018-9-1 / 69.00元,7.1,167
496,Kubernetes in Action,https://book.douban.com/subject/26997846/,Marko Luksa / Manning Publications / 2017-8-31 / USD 49.99,9.2,167
497,JavaEE开发的颠覆者,https://book.douban.com/subject/26762595/,汪云飞 / 电子工业出版社 / 2016-3-1 / 89.00元,6.3,166
498,计算机网络（原书第7版）,https://book.douban.com/subject/30280001/,James F. Kurose、Keith W. Ross / 陈鸣 / 机械工业出版社 / 2018-6 / 89.00元,9.2,165
499,嗨翻C语言,https://book.douban.com/subject/25703412/,[美]David Griffiths、[美]Dawn Griffiths / 程亦超 / 人民邮电出版社 / 2013-9 / 99.00,9.2,165
500,数据库系统概论（第5版）,https://book.douban.com/subject/26317662/,王珊、萨师煊 / 高等教育出版社 / 2014-9 / 39.60,6.3,163
501,计算机组成与设计（原书第4版）,https://book.douban.com/subject/10441748/,（美）David A.Patterson、（美）John L.Hennessy / 康继昌、樊晓桠、安建峰 / 机械工业出版社 / 2012-1 / 99.00元,9.1,163
502,控制论,https://book.douban.com/subject/3805815/,N.维纳 (Wiener.N.) / 郝季仁 / 科学出版社 / 2009-6 / 38.00元,9.1,162
503,从零开始学架构,https://book.douban.com/subject/30335935/,李运华 / 电子工业出版社 / 2018-9-21 / 99,8.3,161
504,"Real-Time Rendering, Third Edition",https://book.douban.com/subject/3213439/,Tomas Akenine-Moller、Eric Haines、Naty Hoffman / A K Peters/CRC Press / 2008-7-25 / USD 102.95,9.8,159
505,The Practice of Programming,https://book.douban.com/subject/1459281/,Brian W. Kernighan、Rob Pike / Addison-Wesley / 1999-2-14 / USD 49.99,9.4,159
506,x86汇编语言,https://book.douban.com/subject/20492528/,李忠、王晓波、余洁 / 电子工业出版社 / 2013-1 / 56.00元,9.0,157
507,给产品经理讲技术,https://book.douban.com/subject/33377403/,陈宇、巩晓波、高杨、杨俊勇、关磊 / 电子工业出版社 / 2019-3-1 / 79.00元,6.7,157
508,游戏设计的236个技巧,https://book.douban.com/subject/26653173/,[日] 大野功二 / 支鹏浩 / 人民邮电出版社 / 2015-11 / 99.00元,8.6,157
509,新机器的灵魂,https://book.douban.com/subject/6851207/,Tracy Kidder / 龚益、高宏志 / 机械工业出版社华章公司 / 2011-10 / 45.00元,7.6,155
510,A Philosophy of Software Design,https://book.douban.com/subject/30218046/,John Ousterhout / Yaknyam Press / 2018-4-6 / GBP 14.21,9.2,154
511,C标准库,https://book.douban.com/subject/3775842/,P. J. Plauger / 卢红星、徐明亮、霍建同 / 人民邮电出版社 / 2009-7 / 79.00元,8.8,154
512,密码朋克,https://book.douban.com/subject/27054249/,[澳] 朱利安·阿桑奇 / Gavroche / 中信出版社 / 2017-10 / 42.00元,7.8,154
513,TCP/IP详解 卷3：TCP事务协议、HTTP、NNTP和UNIX域协议,https://book.douban.com/subject/1058634/,胡谷雨、吴礼发、W.Richard Stevens / 胡谷雨 / 机械工业出版社 / 2000-9 / 35.00元,8.8,154
514,神经网络设计,https://book.douban.com/subject/1115600/,Martin T. Hagan / 戴葵、李伯民 审校 / 机械工业出版社 / 2007-09-01 / 49.0,8.9,153
515,动手学深度学习,https://book.douban.com/subject/33450010/,阿斯顿·张（Aston Zhang）、李沐（Mu Li）、[美] 扎卡里·C. 立顿（Zachary C. Lipton）、[德] 亚历山大·J. 斯莫拉（Alexander J. Smola） / 人民邮电出版社 / 2019-6 / 85.00元,9.4,153
516,用Python写网络爬虫,https://book.douban.com/subject/26869992/,[澳]理查德 劳森 / 李斌 / 人民邮电出版社 / 2016-8-1 / CNY 45.00,7.2,153
517,尽在双11：阿里巴巴技术演进与超越,https://book.douban.com/subject/26998040/,阿里巴巴集团双11技术团队 / 电子工业出版社 / 2017-4 / 79,7.2,153
518,信息论基础,https://book.douban.com/subject/2305237/,[美]ThomasM.Cove / 阮吉寿、张华 / 机械工业出版社 / 2008-1 / 58.00元,9.1,152
519,统计自然语言处理基础,https://book.douban.com/subject/1224802/,Chris Manning、Hinrich Schütze / 苑春法、李伟、李庆中 / 电子工业出版社 / 2005-1 / 55.00元,8.0,152
520,The Book of Why,https://book.douban.com/subject/30139217/,Judea Pearl、Dana Mackenzie / Allen Lane / 2018-5-15 / GBP 25.00,9.3,150
521,黑客攻防技术宝典（第2版）,https://book.douban.com/subject/10793814/,[英] Dafydd Stuttard、[英] Marcus Pinto / 石华耀、傅志红 / 人民邮电出版社 / 2012-6-26 / 99.00元,8.5,150
522,TCP/IP网络编程,https://book.douban.com/subject/25911735/,[韩] 尹圣雨 / 金国哲 / 人民邮电出版社 / 2014-7 / 79.00元,8.6,149
523,软件需求最佳实践,https://book.douban.com/subject/3265691/,徐峰 / 电子工业出版社 / 2008 / 49.00元,8.6,149
524,Probabilistic Graphical Models,https://book.douban.com/subject/4007200/,Daphne Koller、Nir Friedman / The MIT Press / 2009-7-31 / USD 120.00,9.0,147
525,计算进化史,https://book.douban.com/subject/26975991/,[法] 吉尔·多维克 / 劳佳 / 人民邮电出版社 / 2017-2 / 39,8.0,146
526,设计数据密集型应用（影印版）,https://book.douban.com/subject/27154352/,Martin Kleppmann / 东南大学出版社 / 2017-10-1 / 99.00元,10.0,145
527,区块链,https://book.douban.com/subject/30180770/,安德烈亚斯•安东诺普洛斯 (Andreas M.Antonopoulos) / 中信出版社 / 2018-4-1 / CNY 79.00,8.7,145
528,深入理解Java虚拟机（第3版）,https://book.douban.com/subject/34907497/,周志明 / 机械工业出版社 / 2019-12 / 129.00元,9.7,145
529,啊哈C！思考快你一步,https://book.douban.com/subject/25716079/,啊哈磊 / 电子工业出版社 / 2013-9 / 39.00元,7.6,145
530,ES6标准入门,https://book.douban.com/subject/27127030/,阮一峰 / 电子工业出版社 / 2017-9 / 99.00,8.7,144
531,通关！游戏设计之道（第二版）,https://book.douban.com/subject/26905728/,[美]Scott Rogers / 孙懿、高济润 / 人民邮电出版社 / 2016-10 / 99,8.5,144
532,笨办法学Python 3,https://book.douban.com/subject/30237842/,[美]泽德 A. 肖 / 王巍巍 / 人民邮电出版社 / 2018-6-1 / CNY 59.00,8.5,144
533,How to Design Programs,https://book.douban.com/subject/1787103/,Matthias Felleisen、Robert Bruce Findler、Matthew Flatt、Shriram Krishnamurthi / The MIT Press / 2001-2-12 / 71.00美元,9.1,143
534,神经网络与深度学习,https://book.douban.com/subject/35044046/,邱锡鹏 / 机械工业出版社 / 2020-4-10 / 149.00元,9.2,143
535,Linux就该这么学,https://book.douban.com/subject/27198046/,刘遄 / 人民邮电出版社 / 2017-11-1 / 79,5.7,143
536,通信之道——从微积分到5G,https://book.douban.com/subject/26743649/,杨学志 编著 / 电子工业出版社 / 2016-2 / 79,8.5,141
537,Debug Hacks中文版,https://book.douban.com/subject/6799412/,吉岡弘隆、大和一洋、大岩尚宏、安部東洋、吉田俊輔 / 马晶慧 / 电子工业出版社 / 2011-8 / 69.00元,8.3,140
538,Clean Architecture,https://book.douban.com/subject/26915970/,Robert C. Martin / Prentice Hall / 2017-9-20 / USD 34.99,8.8,140
539,美团机器学习实践,https://book.douban.com/subject/30243136/,美团算法团队 / 人民邮电出版社 / 2018-8-1 / 79.00元,8.4,140
540,Python基础教程（第3版）,https://book.douban.com/subject/27667375/,Magnus Lie Hetland / 袁国忠 / 人民邮电出版 / 2018-2-1 / CNY 99.00,8.3,138
541,面向对象分析与设计,https://book.douban.com/subject/3892590/,Grady Booch、Robert A. Maksimchuk、Michael W. Engel、Bobbi J. Young、Jim Conallen、Kelli A. Houston / 王海鹏、潘加宇 / 人民邮电出版社 / 2009-8 / 79.00元,8.4,138
542,照相馆的故事,https://book.douban.com/subject/1028476/,鉴君再现工作室：鉴君、中央美术学院：王且力（编著） / 北京希望电子出版社 / 2000-01 / 99.00,8.2,138
543,编程精粹,https://book.douban.com/subject/3406939/,Steve Maguire / 人民邮电出版社 / 2009.2 / 45.00元,9.1,138
544,Flask Web开发实战,https://book.douban.com/subject/30310340/,李辉 / 机械工业出版社 / 2018-8-1 / 129,8.8,138
545,像计算机科学家一样思考Python (第2版),https://book.douban.com/subject/26870407/,[美] 艾伦 B. 唐尼 / 赵普明 / 人民邮电出版社 / 2016-7 / 49.00,8.5,136
